"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"999452","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ","622112","Hospitales generales del sector público","51 a 100 personas","AVENIDA","REVOLUCION","CALLE","RIO SAN ÁNGEL","CALLE","PEDRO LUIS OGAZON","CALLE","ANGELINA","1556",,,,,,"COLONIA","GUADALUPE INN",,,,"01020","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1059","025",,"CARLOS.ALVAREZ@ISSSTE.GOB.MX","WWW.GOB.MX/ISSSTE","Fijo","19.35097323","-99.19031621","2010-07"
"823588","INSTITUTO MEXICANO DEL SEGURO SOCIAL IMSS","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","TLAHUAC","CALLE","AGUJAS","PERIFERICO","CANAL DE GARAY","AVENIDA","TLÁHUAC","4620",,,,,,"COLONIA","ELVERGEL",,,,"09880","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1960","004",,,,"Fijo","19.31980122","-99.08263879","2010-07"
"995534","INSTITUTO MEXICANO DEL SEGURO SOCIAL NO 161","IMSS 421231I45 ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","TOLUCA","CALLE","TRANSMISIONES","AVENIDA","ROMULO OFARRIL","AVENIDA","RÓMULO OFARRIL","190",,,,"0",,"COLONIA","OLIVAR DE LOS PADRES",,,,"01780","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1186","003",,,"WWW.IMSS.COM.GOB","Fijo","19.34092295","-99.20829171","2010-07"
"859390","INSTITUTO NACIONAL DE CANCEROLOGÍA","SECRETARIA DE SALUD ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","SAN FERNANDO","CALLE","CASINO CASAHONDA","CALZADA","CALZADA DE TLALPAN","OTRO (ESPECIFIQUE)","SIN REFERENCIA","22",,,,,,"COLONIA","BELISARIO DOMINGUEZ",,,,"14080","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0426","007",,"IPEREZ0@INCAN.EDU.MX","WWW.INCAN.SALUD.GOB.MX","Fijo","19.28907737","-99.16057142","2010-07"
"859392","INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS","INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSIO VILLEGAS ","622112","Hospitales generales del sector público","251 y más personas","CALZADA","CALZADA DE TLALPAN","CALLE","SIN REFERENCIA","AVENIDA","SAN FERNANDO","CALLE","CASINO CASAHONDA",,"SN",,,,,"COLONIA","BELISARIO DOMINGUEZ",,,,"14080","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0426","007",,"CONTACTO@INER.GOB.MX","WWW.GOB.MX/SALUD/INER","Fijo","19.29183651","-99.15976441","2010-07"
"859360","INSTITUTO NACIONAL DE NUTRICIÓN SALVADOR ZUBIRAN","INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN SALVADOR ZUBIRAN ","622112","Hospitales generales del sector público","251 y más personas","CALLE","VASCO DE QUIROGA","CALLE","M. DE LA CRUZ","AVENIDA","SAN FERNANDO","CALZADA","VIADUCTO TLALPAN",,"SN",,,,,"COLONIA","SECC. 16",,,,"14080","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","0426","017",,,,"Fijo","19.28854783","-99.15672172","2010-07"
"996193","INSTITUTO NACIONAL DE PEDIATRIA","INSTITUTO NACIONAL DE PEDIATRÍA ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","INSURGENTES SUR","OTRO (ESPECIFIQUE)","SIN REFERENCIA","AVENIDA","AVENIDA DEL IMAN","OTRO (ESPECIFIQUE)","SIN REFERENCIA","3700","C",,,"0",,"COLONIA","INSURGENTES CUICUILCO",,,,"04530","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","1529","008",,"GJARKINT@PEDIATRIA.GOB.MX","WWW.PEDIATRIA.GOB.MX","Fijo","19.30630736","-99.18618741","2010-07"
"960803","INSTITUTOVMEXICANO DEL SEGURO SOCIAL CLÍNICA 28","IMSS ","622112","Hospitales generales del sector público","251 y más personas","CALLE","SAN BORJA","CALLE","LOPEZ COTILLA","EJE VIAL","2 PONIENTE (GABRIEL MANCERA)","EJE VIAL","6 SUR (ÁNGEL URRAZA)",,"SN",,,,,"COLONIA","DEL VALLE CENTRO",,,,"03100","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0401","018",,"VICTORHERNANDEZC@IMSS.GOG.MX",,"Fijo","19.38421297","-99.16487756","2010-07"
"952575","ISSSTE 20 DE NOVIEMBRE","CENTRO MÉDICO NACIONAL 20 DE NOVIEMBRE ","622112","Hospitales generales del sector público","251 y más personas","EJE VIAL","7 SUR (FELIX CUEVAS)","CALLE","DOCTOR ROBERTO GAYOL","EJE VIAL","3 PONIENTE (AVENIDA COYOACAN)","CALLE","SAN LORENZO","540",,,,,,"COLONIA","DEL VALLE SUR",,,,"03104","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","0736","002","5552005003","INFO.CMN20N@ISSSTE.GOB.MX","WWW.GOB.MX/ISSSTE","Fijo","19.37218531","-99.17136145","2010-07"
"802615","PLANTA DE LAVADO ORIENTE DEL IMSS","IMSS ","622112","Hospitales generales del sector público","251 y más personas","AVENIDA","LUIS HIDALGO MONROY","CERRADA","SIN NOMBRE","CALLE","SAN RAFAEL ATLIXCO","CALLE","SAN RAFAEL ATLIXCO","650",,,,,,"AMPLIACION","SAN MIGUEL",,,,"09360","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1250","010",,,,"Fijo","19.35237841","-99.07030992","2010-07"
"646201","SANATORIO SANTA ROSA",,"622112","Hospitales generales del sector público","51 a 100 personas","AVENIDA","3-A","CALLE","6-A","CALLE","8-A","AVENIDA","9-A","60",,,,,,"COLONIA","SANTA ROSA",,,,"07620","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","0436","030","5553920320",,,"Fijo","19.52042426","-99.16576185","2010-07"
"684221","SERVICIO MÉDICO ALCALDIA AZCAPOTZALCO","GOBIERNO DE CDMX ALCALDIA AZCAPOTZALCO ","622112","Hospitales generales del sector público","0 a 5 personas","CALLE","PIMIENTA","CALLE","TORONJIL","CALLE","FERROCARRIL CENTRAL","CALLE","MEZQUITE","0","SN",,,"0",,"COLONIA","IGNACIO ALLENDE",,,,"02810","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0542","036",,,,"Fijo","19.46796948","-99.1631066","2014-12"
"8126625","SERVICIO MÉDICO CENTRO FEMENIL CEFERESO","SUBSECRETARIA DE SALUD ","622112","Hospitales generales del sector público","31 a 50 personas","PRIVADA","NINGUNO","PRIVADA","NINGUNO","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)",,"SN",,,,,"COLONIA","PARAJE ZACATEPEC",,,,"09560","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1123","001",,,,"Fijo","19.35443637","-99.01247516","2019-11"
"8126626","SERVICIO MÉDICO CEVARESO","SUBSECRETARIA DE SALUD ","622112","Hospitales generales del sector público","31 a 50 personas","AVENIDA","MORELOS","OTRO (ESPECIFIQUE)","SIN REFERENCIA","AVENIDA","ZACATEPEC","PRIVADA","NINGUNO",,"SN",,,,,"COLONIA","PARAJE ZACATEPEC",,,,"09560","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1123","001",,,,"Fijo","19.35686144","-99.01528038","2019-11"
"846501","SUBCENTRAL DE AMBULANCIAS DEL CENTRO MÉDICO LA RAZA","INSTITUTO MEXICANO DEL SEGURO SOCIAL SR. OSCAR CHAVEZ SERRANO ","622112","Hospitales generales del sector público","31 a 50 personas","CALLE","SERIS","AVENIDA","ANTONIO VALERIANO","CALLE","ZAACHILA","CALLE","TLAXCALTECAS",,"SN",,,,,"COLONIA","LA RAZA",,,,"02990","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco","0788","024","5563514904",,,"Fijo","19.46671365","-99.14590331","2010-07"
"6430354","SUBDIRECCIÓN DE SERVICIOS MEDICOS INTEGRALES DE LA PBI","SECRETARIA DE SEGURIDAD PUBLICA DEL DISTRITO FEDERAL ","622112","Hospitales generales del sector público","0 a 5 personas","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","NORTE 11-A","EJE VIAL","4 NORTE (PONIENTE 128)","CALLE","NORTE 13","96",,,,"0",,"COLONIA","NUEVA VALLEJO",,,,"07750","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1237","029",,,,"Fijo","19.48646514","-99.14403449","2010-07"
"1052163","UMAE HOSP GINECO OBSTETRICIA 4 LUIS CASTELAZO AYALA","EL GOBIERNO ","622112","Hospitales generales del sector público","251 y más personas","EJE VIAL","10 SUR (RIO MAGDALENA)","CALLE","MELCHOR OCAMPO","CALLE","RAMON CORONA","CALLE","MIGUEL HIDALGO","289",,,,,"SN","COLONIA","PROGRESO TIZAPAN",,,,"01080","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","1241","005","5555506422",,,"Fijo","19.33602062","-99.20107944","2010-07"
"1060143","UMAE HOSPITAL DE ONCOLOGÍA IMSS","IMSS ","622112","Hospitales generales del sector público","251 y más personas","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTEMOC)","EJE VIAL","3 SUR (DOCTOR IGNACIO MORONES PRIETO)","CALLE","DOCTOR MARQUEZ","CALLE","DOCTOR MÁRQUEZ","0","SN",,,"0",,"COLONIA","DOCTORES",,,,"06720","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1229","001","5556276900",,,"Fijo","19.40771841","-99.15502939","2010-07"
"782888","UNIDAD DE MEDICINA FAMILIAR 11 PERALVILLO","INSTITUTO DEL SEGURO SOCIAL GOBIERNO FEDERAL ","622112","Hospitales generales del sector público","251 y más personas","CALLE","CARUSO","CALLE","LEON CAVALLO","CALLE","SCHUMANN","CALLE","TETRAZZINI","302",,,,,,"COLONIA","VALLEJO",,,,"07870","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","1754","018",,,,"Fijo","19.46847065","-99.12986462","2010-07"
"811251","UNIDAD DE MEDICINA FAMILIAR 31","UNIDAD DE MEDICINA FAMILIAR 31 ","622112","Hospitales generales del sector público","251 y más personas","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","FUNDICION","PRIVADA","PRIMERO DE MAYO","CALLE","CAMINO REAL A SAN LORENZO","1771",,,,"0",,"COLONIA","SAN MIGUEL 8VA AMPLIACION",,,,"09837","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","497A","007",,,,"Fijo","19.3517975","-99.0771163","2010-07"
"726537","UNIDAD DE MEDICINA FAMILIAR INSTITUTO MEXICANO DEL SEGURO SOCIAL UMF CON UMAA 162","SECTOR SALUD GOBIERNO DE LA CIUDAD DE MEXICO ","622112","Hospitales generales del sector público","251 y más personas","PRIVADA","NINGUNO","AVENIDA","ZACATLAN","AVENIDA","PROVIDENCIA","AVENIDA","PROVIDENCIA","5662",,,,,,"COLONIA","PUEBLO SAN LORENZO TEZONCO",,,,"09790","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","2121","001","58406280",,,"Fijo","19.30653962","-99.05946036","2014-12"
"905896","UNIDAD DE MEDICINA FAMILIAR INTEGRACIÓN LATINOAMERICANA","UNIDAD DE MEDICINA FAMILIA INTREGRACION LATINOAMERICANA ","622112","Hospitales generales del sector público","0 a 5 personas","PEATONAL","INTERIOR BENITO JUAREZ","CALLE","NINGUNO","ANDADOR","JOSE MARTI","CALLE","PABLO NERUDA","2014",,"EDIFICIO SIN NOMBRE","1",,,"CONJUNTO HABITACIONAL","UNIDAD INTEGRACION LATINOAMERICANA",,,,"04360","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0412","003","55549013",,,"Fijo","19.33815489","-99.17842002","2010-07"
"1051031","UNIDAD DE MEDICINA FAMILIAR N. 22","IMSS ","622112","Hospitales generales del sector público","251 y más personas","CALLE","RIO CHICO","CALLE","SAN RAMON","AVENIDA","PINOS","AVENIDA","SAN JERÓNIMO","0","SN",,,"0",,"COLONIA","SAN JERONIMO LIDICE",,,,"10200","09","CIUDAD DE MÉXICO","008","La Magdalena Contreras","0001","La Magdalena Contreras","0086","007",,"DANIEL.NAVARROV@IMSS.GOB","WWW.IMSS.GOB.MX","Fijo","19.3312477","-99.21789221","2010-07"
"811114","UNIDAD DE MEDICINA FAMILIAR NUMERO 43","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","101 a 250 personas","EJE VIAL","8 SUR (CALZADA ERMITA IZTAPALAPA)","CALLE","FRANCISCO SARABIA","CALLE","SAN LORENZO","CALLE","CAMINO REAL A SAN LORENZO","1515",,,,,,"COLONIA","PLAN DE IGUALA",,,,"09838","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","255A","030",,"MONICA.LOPEZV@IMSS.GOB.MX",,"Fijo","19.35546545","-99.08509858","2010-07"
"979185","UNIDAD DE MEDICINA FAMILIAR UMA 42","IMSS ","622112","Hospitales generales del sector público","251 y más personas","CALLE","JESUS DEL MONTE","CALLE","MONTE ALTO","CALLE","ADOLFO LOPEZ MATEOS","CALLE","SEGUNDA CERRADA ADOLFO LÓPEZ MATEOS",,"SN",,,,,"COLONIA","JESUS CEL MONTE",,,,"05260","09","CIUDAD DE MÉXICO","004","Cuajimalpa de Morelos","0001","Cuajimalpa de Morelos","0301","036","58123566",,,"Fijo","19.36545671","-99.29283544","2010-07"
"1060132","UNIDAD MÉDICA DE ALTA ESPECIALIDAD HOSPITAL DE PEDIATRIA CENTRO MÉDICO SIGL","IMSS ","622112","Hospitales generales del sector público","251 y más personas","EJE VIAL","3 SUR (DOCTOR IGNACIO MORONES PRIETO)","CALLE","DOCTOR MIGUEL FRANCISCO JIMENEZ","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTEMOC)","CALLE","DOCTOR MÁRQUEZ","0","SN",,,"0",,"COLONIA","DOCTORES",,,,"06720","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1229","001","5556276900",,,"Fijo","19.40665529","-99.15392067","2010-07"
"912539","UNIDAD MÉDICA DE LA COMUNIDAD DE TRATAMIENTO ESPECIALIZADO PARA ADOLESCENTES","SECRETARÍA DE SALUD DE LA CIUDAD DE MEXICO ","622112","Hospitales generales del sector público","11 a 30 personas","AVENIDA","SAN FERNANDO","CALLE","BENITO JUAREZ","CALLE","FUENTES BROTANTES","CALLE","IGNACIO ALLENDE","1",,,,,,"COLONIA","TLALPAN CENTRO",,,,"14000","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan","038A","007","5555730911",,,"Fijo","19.29233205","-99.16788267","2014-12"
"9009947","UNIDAD MÉDICA DEL RECLUSORIO PREVENTIDO VARONIL ORIENTE","SECRETARIA DE SALUD DE LA CIUDAD DE MEXICO ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","AVENIDA REFORMA","CALLE","REFORMA","CALLE","JESUS GARIBAY","CALLE","RÍO NILO","100",,,,,,"COLONIA","LOMAS DE SAN LORENZO",,,,"09780","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1994","001",,,,"Fijo","19.32110232","-99.06880391","2019-11"
"773565","UNIDAD MÉDICA LA COLMENA","GOBIERNO - MARIBLE ARIAS DIAZ -ADMINISTRADORA- ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","SALVADOR CARRANCO","CALLE","CORONEL EVODIO A.","AVENIDA","SENTIMIENTO DE LA NACION","CALLE","LONGINO MAYA",,"SN","EDIFICIO SIN NOMBRE","1",,,"UNIDAD HABITACIONAL","LA COLMENA",,,,"09170","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","369A","008",,,,"Fijo","19.3709595","-98.99879618","2010-07"
"1031200","UNIDAD MÉDICO QUIRURGICA JUÁREZ MEXICO","UNIDAD MEDICO QUIRURGICA JUAREZ MEXICO ","622112","Hospitales generales del sector público","251 y más personas","CALLE","JESUS MARIA","AVENIDA","FRAY SERVANDO TERESA DE MIER","AVENIDA","SAN PABLO","CALLE","ESCUELA MÉDICO MILITAR",,"SN",,,,"13","COLONIA","CENTRO (ÁREA 9)","EDIFICIO COMERCIAL Y DE SERVICIOS","SAN PABLO","13","06090","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0979","001",,,,"Fijo","19.42517862","-99.12900742","2014-12"
"934330","UNIDADES DE SALUD DE DETECCIÓN OPORTUNA UNIDAD MIXCOAC","LABORATORIOS MEDICOS TADEO ","622112","Hospitales generales del sector público","0 a 5 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCION)","EJE VIAL","7 SUR (EXTREMADURA)","CALLE","EMPRESA","CIRCUITO","INTERIOR (AVENIDA PATRIOTISMO)",,"SN",,,,"SN","COLONIA","SAN JUAN","PASAJE Y ANDADOR COMERCIAL","ESTACION DEL METRO MIXCOAC","SN","03730","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez","069A","018",,"SISTEMAS@LABORATORIOTADEO.COM.MX",,"Fijo","19.37615099","-99.18745807","2014-12"
"8605248","ALMACÉN DEL IMSS","INSTITUTO MEXICANO DEL SEGURO SOCIAL ","622112","Hospitales generales del sector público","31 a 50 personas","CARRETERA","MEXICO","CALLE","VALLE VERDE","CALLE","NINGUNO","CALLE","VALLE DE LOS ANDES",,"SN",,,,,"COLONIA","VALLE VERDE",,,,"34186","10","DURANGO","005","Durango","0001","Victoria de Durango","760A","033",,,,"Fijo","24.02821205","-104.59079811","2019-11"
"1077851","CENTRO DE FORMACIÓN Y DESARROLLO PARA LA FAMILIA GUADALUPE","DIF ESTATAL DURANGO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","GUADALUPE","PRIVADA","GUADALUPE","CALLE","PUERTO DE ENSENADA","CALLE","PUERTO DE ENSENADA","805",,,,,,"COLONIA","MADERERA",,,,"34050","10","DURANGO","005","Durango","0001","Victoria de Durango","5158","017","6188115966",,,"Fijo","24.04096161","-104.67958644","2010-07"
"1111654","CIRUGÍA EXTRAMUROS","GOBIERNO DEL ESTADO DE DURANGO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","FRAY CARLOS MEDINA","CALLE","RICARDO CASTRO","PRIVADA","LOS SAUCES","CALLE","FERROCARRIL","401",,,,,,"COLONIA","SILVESTRE DORADOR",,,,"34070","10","DURANGO","005","Durango","0001","Victoria de Durango","2365","001",,"OLGA.MARTINEZ@DGO.GOB.MX",,"Fijo","24.03103304","-104.68220524","2010-07"
"1070768","CLÍNICA DEL INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO","INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO ","622112","Hospitales generales del sector público","6 a 10 personas","CALLE","DURANGO","CALLE","PALMA","CALLE","LAS FLORES","CALLE","ESCUADRÓN 201",,"SN",,,,,"COLONIA","INDUSTRIAL",,,,"35760","10","DURANGO","024","Rodeo","0001","Rodeo","0190","001","6778710363",,,"Fijo","25.17471935","-104.55487146","2010-07"
"1069005","DIRECCIÓN DE SALUD MUNICIPAL","R. AYUNTAMIENTO DE LERDO DURANGO ","622112","Hospitales generales del sector público","11 a 30 personas","CALZADA","GUADALUPE VICTORIA","PROLONGACION","JUAREZ","AVENIDA","AVENIDA DEL CANAL","CALLE","JUÁREZ","2010",,,,"0",,"COLONIA","LAS BRISAS",,,,"35153","10","DURANGO","012","Lerdo","0001","Lerdo","0645","029","8717254548",,,"Fijo","25.52390828","-103.52685629","2010-07"
"6485279","HOSPITAL DE SALUD MENTAL","HOSPITAL DE SALUD MENTAL ","622212","Hospitales psiquiátricos y para el tratamiento por adicción del sector público","251 y más personas","AVENIDA","FIDEL VELAZQUEZ SANCHEZ","BOULEVARD","ANTIGUO CAMINO A CONTRERAS","CALLE","COBRE","CALLE","MERCURIO",,"SN",,,,,"FRACCIONAMIENTO","VILLAS DEL PEDREGAL",,,,"34236","10","DURANGO","005","Durango","0001","Victoria de Durango","5660","003","6188141096",,,"Fijo","24.04595342","-104.59296178","2016-01"
"7264972","HOSPITAL DE ZONA MILITAR CINCO DE MAYO","ZONA MILITAR ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","GENERAL FELIPE ANGELES","CALLE","GOMEZ FARIAS","PRIVADA","NINGUNO","OTRO (ESPECIFIQUE)","VEREDA",,"SN",,,,,"ZONA MILITAR","BATALLON CINCO DE MAYO",,,,"34304","10","DURANGO","005","Durango","0150","Cinco de Mayo","4751","033",,,,"Fijo","24.10157776","-104.5761116","2019-11"
"1109763","HOSPITAL DOCTOR SANTIAGO RAMON Y CAJAL","GOBIERNO FEDERAL ","622312","Hospitales del sector público de otras especialidades médicas","251 y más personas","PRIVADA","AQUILES SERDAN","PROLONGACION","GOMEZ PALACIO","PROLONGACION","CANOAS","BOULEVARD","DOLORES DEL RÍO","202",,,,,"SN Y 202","COLONIA","LOS SAUCES",,,,"34078","10","DURANGO","005","Durango","0001","Victoria de Durango","2365","004","6188132019","BLANCA.HOLGUIN@ISSSTE.GOB.MX","WWW.ISSSTE.GOB.MX","Fijo","24.02892363","-104.68184982","2010-07"
"1061244","HOSPITAL GENERAL","SERVICIOS DE SALUD DE DURANGO ","622112","Hospitales generales del sector público","251 y más personas","CALZADA","PALMAS 2","CALLE","JESUS FLORES","CALLE","HEROE DE NACOZARI","CALLE","PEREYRA",,"SN",,,,,"COLONIA","REVOLUCION",,,,"35050","10","DURANGO","007","Gómez Palacio","0001","Gómez Palacio","0857","011",,,,"Fijo","25.56064369","-103.50750738","2010-07"
"1073048","HOSPITAL GENERAL","SERVICIOS DE SALUD DE DURANGO ","622112","Hospitales generales del sector público","101 a 250 personas","PROLONGACION","JUAREZ","CALZADA","SERTOMA","CALZADA","CALZADA DE LEONES","PROLONGACION","JUÁREZ","0","SN",,,"0",,"COLONIA","CENTRO",,,,"35690","10","DURANGO","018","El Oro","0001","Santa María del Oro","0969","022",,,,"Fijo","25.95634447","-105.36662419","2010-07"
"1090993","HOSPITAL GENERAL 450","SERVICIOS DE SALUD DE DURANGO ","622312","Hospitales del sector público de otras especialidades médicas","251 y más personas","BOULEVARD","JOSE MARIA PATONI","CALLE","VEREDA","CALLE","CAMINO","CALLE","VEREDA","403",,,,,,"COLONIA","CIPRES",,,,"34217","10","DURANGO","005","Durango","0001","Victoria de Durango","6419","001","6181373315",,,"Fijo","24.05549033","-104.64119226","2014-12"
"1106189","HOSPITAL GENERAL DE LERDO","SERVICIOS DE SALUD DE DURANGO ","622112","Hospitales generales del sector público","251 y más personas","CALLE","LIBRAMIENTO PERIFERICO","CALLE","NINGUNO","AVENIDA","RIO NAZAS","AVENIDA","RÍO NAZAS","0","SN",,,"0",,"COLONIA","PRUDENCIA JAUREGUI",,,,"35156","10","DURANGO","012","Lerdo","0001","Lerdo","1107","001",,,,"Fijo","25.53147305","-103.53233395","2014-12"
"1063584","HOSPITAL GENERAL DE ZONA 46","DR. EMILIO JOSE ORDOÑES RIVAS ","622112","Hospitales generales del sector público","251 y más personas","CALZADA","J. AGUSTIN CASTRO","BOULEVARD","MIGUEL ALEMAN","CALLE","PRIMERA DEL CERRO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","CENTRO",,,,"35000","10","DURANGO","007","Gómez Palacio","0001","Gómez Palacio","2092","013","8717156617",,,"Fijo","25.55777059","-103.50612834","2010-07"
"1085279","HOSPITAL GENERAL DURANGO TORRE MATERNO INFANTIL","SERVICIOS DE SALUD DURANGO ","622112","Hospitales generales del sector público","251 y más personas","CALLE","ANTONIO NORMAN FUENTES","CALLE","5 DE FEBRERO","AVENIDA","20 DE NOVIEMBRE","CALLE","CARLOS LEÓN DE LA PEÑA",,"SN",,,,,"COLONIA","ZONA CENTRO",,,,"34000","10","DURANGO","005","Durango","0001","Victoria de Durango","0265","030","6188124059","VITORHUGO.RIVERA@DURANGO.GOB.MX",,"Fijo","24.02555325","-104.66192138","2014-12"
"1076093","HOSPITAL GENERAL SIN NOMBRE","GISELA KARINA GUZMAN CERROS ","622112","Hospitales generales del sector público","101 a 250 personas","CALLE","NINGUNO","CALLE","BACA ORTIZ","CALLE","CORONA","CALLE","BACA ORTIZ","506",,,,"0",,"COLONIA","LOMAS DE LA CRUZ",,,,"34635","10","DURANGO","032","Santiago Papasquiaro","0001","Santiago Papasquiaro","135A","025","6748620094",,,"Fijo","25.04361409","-105.42270679","2010-07"
"1079857","HOSPITAL INTEGRAL",,"622112","Hospitales generales del sector público","51 a 100 personas","CALLE","FEDERAL 40","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","ARBOLEDA",,"SN",,,,"SN","COLONIA","BRILLANTE",,,,"34945","10","DURANGO","023","Pueblo Nuevo","0001","El Salto","144A","019","6758765512",,,"Fijo","23.7883329","-105.34775054","2010-07"
"1070052","HOSPITAL INTEGRAL DE CANATLAN DURANGO","SERVICIOS DE SALUD DE DURANGO ","622112","Hospitales generales del sector público","51 a 100 personas","CALLE","INDEPENDENCIA","AVENIDA","DOCTOR FRANCISCO GONZALEZ DE LA VEGA","CALLE","PUEBLA","CALLE","MINA","0","SN",,,"0",,"COLONIA","CENTRO",,,,"34409","10","DURANGO","001","Canatlán","0001","Canatlán","0088","044","6778720024",,,"Fijo","24.5263948","-104.775054","2010-07"
"1105353","HOSPITAL INTEGRAL DE NAZAS","SERVICIOS DE SALUD DE DURANGO ","622112","Hospitales generales del sector público","11 a 30 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","VALLE VERDE",,,,"35705","10","DURANGO","015","Nazas","0001","Nazas","0401","038","8711368735","HOSPITALINTEGRALNAZAS@GMAIL.COM",,"Fijo","25.22000443","-104.11331322","2014-12"
